#UPS-spectrum

#Date/time: 	2018-03-26__18-49-40


#AK pressure: 	8,71E-9 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Step width: 	20.0 	meV
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	72.7 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Ana 	 Hemi 	 Hemo 	 EP 	 Mt + 	 + meas


20,148	000212	-20,270	-19,307	-20,947	14,878	212	05
20,135	000212	-20,245	-19,282	-20,923	14,890	212	05
20,106	000213	-20,227	-19,264	-20,903	14,879	213	05
20,099	000207	-20,207	-19,245	-20,886	14,893	207	05
20,129	000215	-20,188	-19,221	-20,867	14,940	215	05
20,053	000215	-20,170	-19,208	-20,847	14,882	215	05
20,038	000205	-20,152	-19,189	-20,829	14,886	205	05
20,015	000219	-20,127	-19,164	-20,804	14,889	219	05
19,997	000221	-20,108	-19,145	-20,786	14,889	221	05
19,977	000216	-20,089	-19,127	-20,767	14,888	216	05
19,959	000211	-20,071	-19,109	-20,749	14,888	211	05
19,942	000212	-20,053	-19,090	-20,731	14,889	212	05
19,978	000213	-20,034	-19,066	-20,712	14,944	213	05
19,903	000225	-20,010	-19,047	-20,688	14,894	225	05
19,886	000220	-19,991	-19,028	-20,669	14,895	220	05
19,868	000225	-19,973	-19,010	-20,651	14,895	225	05
19,848	000217	-19,954	-18,991	-20,632	14,894	217	05
19,831	000229	-19,935	-18,972	-20,613	14,896	229	05
19,815	000217	-19,917	-18,954	-20,595	14,898	217	05
19,788	000217	-19,892	-18,929	-20,570	14,896	217	05
19,773	000213	-19,873	-18,910	-20,552	14,900	213	05
19,804	000214	-19,854	-18,886	-20,533	14,949	214	05
19,734	000205	-19,836	-18,873	-20,514	14,898	205	04
19,715	000243	-19,818	-18,854	-20,496	14,897	243	05
19,700	000217	-19,799	-18,835	-20,477	14,901	217	05
19,676	000248	-19,780	-18,817	-20,458	14,896	248	05
19,658	000222	-19,755	-18,792	-20,434	14,903	222	05
19,637	000223	-19,737	-18,773	-20,415	14,900	223	05
19,624	000216	-19,718	-18,754	-20,396	14,906	216	05
19,527	000244	-19,699	-18,735	-20,369	14,828	244	05
19,584	000241	-19,681	-18,717	-20,359	14,903	241	05
19,565	000221	-19,662	-18,698	-20,340	14,903	221	05
19,541	000223	-19,637	-18,673	-20,315	14,904	223	05
19,520	000223	-19,619	-18,655	-20,297	14,901	223	05
19,506	000225	-19,600	-18,636	-20,279	14,906	225	05
19,484	000225	-19,582	-18,618	-20,260	14,903	225	05
19,470	000216	-19,563	-18,599	-20,241	14,907	216	05
19,355	000205	-19,544	-18,580	-20,212	14,811	205	04
19,426	000234	-19,520	-18,556	-20,198	14,906	234	05
19,407	000213	-19,501	-18,537	-20,179	14,906	213	05
19,392	000212	-19,483	-18,519	-20,161	14,909	212	05
19,371	000215	-19,464	-18,500	-20,142	14,907	215	05
19,358	000225	-19,446	-18,481	-20,124	14,912	225	05
19,337	000213	-19,427	-18,463	-20,105	14,910	213	05
19,311	000215	-19,402	-18,438	-20,081	14,909	215	05
19,291	000215	-19,384	-18,419	-20,062	14,907	215	05
19,330	000210	-19,365	-18,395	-20,044	14,965	210	05
19,254	000206	-19,346	-18,382	-20,024	14,908	206	05
19,243	000210	-19,328	-18,363	-20,006	14,915	210	05
19,217	000214	-19,310	-18,345	-19,987	14,907	214	05
19,205	000215	-19,285	-18,319	-19,963	14,921	215	05
19,171	000206	-19,266	-18,301	-19,944	14,905	206	05
19,156	000206	-19,247	-18,282	-19,925	14,909	206	05
19,149	000214	-19,229	-18,263	-19,907	14,920	214	05
19,168	000207	-19,210	-18,240	-19,888	14,958	207	05
19,112	000205	-19,191	-18,225	-19,869	14,921	205	05
19,088	000215	-19,166	-18,200	-19,844	14,922	215	05
19,069	000211	-19,147	-18,182	-19,826	14,922	211	05
19,054	000212	-19,129	-18,162	-19,807	14,926	212	05
19,021	000214	-19,109	-18,145	-19,788	14,912	214	05
19,016	000207	-19,091	-18,125	-19,769	14,925	207	05
18,997	000215	-19,072	-18,106	-19,751	14,925	215	05
18,976	000217	-19,054	-18,088	-19,732	14,922	217	05
18,986	000206	-19,028	-18,058	-19,706	14,958	206	05
18,927	000210	-19,010	-18,045	-19,688	14,917	210	05
18,906	000212	-18,991	-18,026	-19,669	14,915	212	05
18,899	000214	-18,973	-18,006	-19,651	14,926	214	05
18,873	000211	-18,954	-17,989	-19,632	14,919	211	05
18,857	000226	-18,935	-17,969	-19,613	14,922	226	05
18,836	000225	-18,910	-17,944	-19,588	14,926	225	05
18,815	000225	-18,892	-17,925	-19,570	14,924	225	05
18,724	000223	-18,874	-17,907	-19,543	14,851	223	05
18,781	000226	-18,855	-17,889	-19,533	14,927	226	05
18,766	000224	-18,836	-17,870	-19,515	14,929	224	05
18,744	000224	-18,818	-17,851	-19,496	14,926	224	05
18,723	000216	-18,793	-17,827	-19,472	14,930	216	05
18,705	000235	-18,775	-17,808	-19,453	14,930	235	05
18,683	000221	-18,756	-17,790	-19,435	14,927	221	05
18,666	000230	-18,738	-17,771	-19,416	14,927	230	05
18,695	000243	-18,719	-17,747	-19,397	14,976	243	05
18,632	000230	-18,701	-17,734	-19,379	14,932	230	05
18,608	000204	-18,677	-17,710	-19,355	14,931	204	04
18,592	000224	-18,658	-17,691	-19,337	14,934	224	05
18,570	000239	-18,640	-17,673	-19,318	14,930	239	05
18,550	000213	-18,621	-17,654	-19,299	14,928	213	05
18,535	000228	-18,603	-17,636	-19,281	14,933	228	05
18,517	000250	-18,584	-17,617	-19,262	14,932	250	05
18,418	000252	-18,560	-17,592	-19,229	14,859	252	05
18,472	000213	-18,541	-17,574	-19,219	14,931	213	05
18,454	000216	-18,523	-17,556	-19,201	14,931	216	05
18,442	000237	-18,505	-17,537	-19,183	14,938	237	05
18,421	000204	-18,486	-17,519	-19,164	14,935	204	04
18,404	000206	-18,468	-17,500	-19,146	14,936	206	04
18,381	000241	-18,443	-17,475	-19,121	14,938	241	05
18,344	000239	-18,424	-17,459	-19,103	14,920	239	05
18,371	000242	-18,406	-17,436	-19,084	14,965	242	05
18,305	000238	-18,388	-17,423	-19,066	14,917	238	05
18,284	000235	-18,370	-17,404	-19,047	14,915	235	05
18,269	000212	-18,350	-17,385	-19,028	14,919	212	05
18,259	000213	-18,332	-17,366	-19,011	14,927	213	05
18,230	000214	-18,307	-17,342	-18,986	14,922	214	05
18,212	000209	-18,289	-17,324	-18,968	14,922	209	05
18,193	000209	-18,271	-17,305	-18,949	14,922	209	05
18,175	000208	-18,252	-17,287	-18,931	14,923	208	05
18,206	000207	-18,233	-17,262	-18,912	14,973	207	05
18,137	000208	-18,216	-17,250	-18,894	14,921	208	05
18,115	000212	-18,191	-17,225	-18,869	14,924	212	05
18,095	000216	-18,172	-17,206	-18,851	14,923	216	05
18,079	000215	-18,153	-17,187	-18,832	14,926	215	05
18,064	000206	-18,134	-17,168	-18,813	14,930	206	05
18,042	000206	-18,116	-17,150	-18,794	14,926	206	05
18,028	000211	-18,098	-17,132	-18,777	14,929	211	05
18,004	000207	-18,073	-17,106	-18,751	14,931	207	05
18,032	000214	-18,053	-17,082	-18,733	14,979	214	05
17,962	000207	-18,036	-17,069	-18,714	14,926	207	05
17,943	000216	-18,017	-17,050	-18,695	14,926	216	05
17,928	000213	-17,998	-17,032	-18,676	14,930	213	05
17,912	000209	-17,979	-17,012	-18,657	14,933	209	05
17,886	000214	-17,954	-16,987	-18,632	14,932	214	05
17,866	000206	-17,935	-16,969	-18,614	14,931	206	05
17,852	000216	-17,916	-16,949	-18,595	14,936	216	05
17,881	000214	-17,898	-16,926	-18,576	14,983	214	05
17,815	000215	-17,879	-16,912	-18,558	14,936	215	05
17,797	000205	-17,861	-16,894	-18,539	14,936	205	05
17,767	000214	-17,837	-16,870	-18,515	14,930	214	05
17,756	000212	-17,819	-16,851	-18,497	14,937	212	05
17,736	000209	-17,800	-16,833	-18,478	14,936	209	05
17,718	000211	-17,781	-16,814	-18,460	14,937	211	05
17,696	000213	-17,763	-16,796	-18,441	14,933	213	05
17,682	000215	-17,744	-16,777	-18,422	14,939	215	05
17,699	000208	-17,720	-16,747	-18,398	14,979	208	05
17,637	000224	-17,701	-16,734	-18,379	14,935	224	05
17,624	000215	-17,682	-16,715	-18,361	14,942	215	05
17,606	000210	-17,664	-16,696	-18,342	14,942	210	05
17,586	000224	-17,646	-16,678	-18,324	14,940	224	05
17,568	000233	-17,627	-16,659	-18,306	14,941	233	05
17,551	000223	-17,609	-16,640	-18,287	14,943	223	05
17,528	000216	-17,584	-16,616	-18,262	14,944	216	05
17,564	000205	-17,565	-16,591	-18,243	14,999	205	04
17,491	000243	-17,547	-16,578	-18,225	14,945	243	05
17,476	000218	-17,528	-16,559	-18,206	14,948	218	05
17,455	000224	-17,509	-16,541	-18,187	14,946	224	05
17,433	000224	-17,490	-16,522	-18,168	14,943	224	05
17,411	000224	-17,467	-16,497	-18,143	14,944	224	05
17,394	000251	-17,449	-16,479	-18,125	14,946	251	05
17,374	000225	-17,430	-16,460	-18,106	14,944	225	05
17,286	000244	-17,412	-16,441	-18,080	14,875	244	05
17,338	000234	-17,393	-16,422	-18,069	14,945	234	05
17,321	000207	-17,374	-16,403	-18,050	14,947	207	05
17,295	000214	-17,349	-16,378	-18,025	14,946	214	05
17,277	000217	-17,330	-16,359	-18,006	14,947	217	05
17,259	000226	-17,311	-16,340	-17,987	14,948	226	05
17,245	000208	-17,293	-16,322	-17,969	14,953	208	04
17,222	000227	-17,274	-16,304	-17,950	14,948	227	05
17,253	000247	-17,256	-16,280	-17,932	14,997	247	05
17,180	000222	-17,231	-16,260	-17,907	14,949	222	05
17,161	000215	-17,212	-16,241	-17,888	14,949	215	05
17,148	000225	-17,194	-16,222	-17,870	14,955	225	05
17,130	000206	-17,175	-16,204	-17,851	14,955	206	05
17,109	000214	-17,156	-16,185	-17,833	14,953	214	05
17,090	000214	-17,137	-16,166	-17,813	14,953	214	05
17,068	000211	-17,113	-16,141	-17,789	14,956	211	05
17,049	000206	-17,094	-16,123	-17,771	14,955	206	05
17,078	000208	-17,076	-16,099	-17,752	15,002	208	05
17,013	000214	-17,057	-16,086	-17,734	14,955	214	05
16,999	000213	-17,038	-16,067	-17,715	14,961	213	05
16,974	000211	-17,020	-16,048	-17,696	14,955	211	05
16,959	000207	-16,995	-16,023	-17,672	14,964	207	05
16,941	000214	-16,976	-16,004	-17,653	14,964	214	05
16,920	000213	-16,957	-15,985	-17,634	14,962	213	05
16,897	000210	-16,938	-15,967	-17,615	14,958	210	05
16,916	000207	-16,920	-15,943	-17,596	14,997	207	05
16,870	000208	-16,901	-15,929	-17,578	14,969	208	05
16,838	000213	-16,882	-15,911	-17,559	14,956	213	05
16,825	000214	-16,858	-15,885	-17,534	14,967	214	05
16,798	000210	-16,839	-15,867	-17,515	14,959	210	05
16,790	000214	-16,820	-15,848	-17,497	14,969	214	05
16,768	000211	-16,802	-15,830	-17,479	14,966	211	05
16,761	000208	-16,783	-15,811	-17,462	14,978	208	05
16,754	000209	-16,764	-15,792	-17,443	14,989	209	05
16,772	000214	-16,739	-15,762	-17,418	15,032	214	05
16,697	000206	-16,721	-15,749	-17,399	14,976	206	05
16,694	000210	-16,703	-15,729	-17,381	14,991	210	05
16,665	000210	-16,684	-15,712	-17,362	14,982	210	05
16,655	000212	-16,665	-15,692	-17,344	14,990	212	05
16,640	000214	-16,647	-15,674	-17,325	14,993	214	05
16,616	000214	-16,622	-15,649	-17,301	14,994	214	05
16,597	000214	-16,604	-15,630	-17,282	14,994	214	05
16,566	000219	-16,585	-15,613	-17,263	14,981	219	05
16,590	000224	-16,566	-15,589	-17,244	15,024	224	05
16,540	000220	-16,548	-15,575	-17,226	14,992	220	05
16,523	000227	-16,529	-15,556	-17,208	14,994	227	05
16,500	000216	-16,505	-15,532	-17,184	14,995	216	05
16,469	000224	-16,486	-15,514	-17,164	14,983	224	05
16,463	000221	-16,468	-15,494	-17,146	14,995	221	05
16,434	000206	-16,449	-15,476	-17,127	14,985	206	05
16,464	000236	-16,430	-15,452	-17,109	15,034	236	05
16,403	000208	-16,412	-15,439	-17,090	14,991	208	04
16,376	000234	-16,387	-15,414	-17,066	14,989	234	05
16,362	000205	-16,369	-15,395	-17,047	14,993	205	04
16,344	000232	-16,350	-15,377	-17,029	14,994	232	05
16,328	000237	-16,332	-15,358	-17,010	14,996	237	05
16,306	000240	-16,313	-15,340	-16,992	14,993	240	05
16,293	000237	-16,295	-15,321	-16,973	14,999	237	05
16,309	000246	-16,269	-15,291	-16,948	15,040	246	05
16,252	000213	-16,251	-15,277	-16,930	15,001	213	05
16,231	000244	-16,232	-15,259	-16,911	14,999	244	05
16,212	000244	-16,214	-15,240	-16,892	14,998	244	05
16,192	000253	-16,195	-15,221	-16,873	14,997	253	05
16,175	000249	-16,176	-15,202	-16,855	14,999	249	05
16,158	000253	-16,157	-15,183	-16,836	15,000	253	05
16,129	000244	-16,132	-15,158	-16,811	14,996	244	05
16,161	000244	-16,114	-15,135	-16,793	15,047	244	05
16,096	000246	-16,095	-15,121	-16,774	15,001	246	05
16,081	000214	-16,077	-15,103	-16,756	15,004	214	05
16,062	000215	-16,059	-15,084	-16,737	15,003	215	05
16,041	000215	-16,040	-15,066	-16,719	15,001	215	05
16,014	000210	-16,015	-15,042	-16,694	14,999	210	05
15,997	000211	-15,997	-15,023	-16,675	15,000	211	05
15,980	000209	-15,978	-15,004	-16,657	15,001	209	05
16,002	000207	-15,959	-14,981	-16,638	15,042	207	05
15,951	000210	-15,942	-14,966	-16,620	15,009	210	05
15,933	000215	-15,923	-14,948	-16,602	15,010	215	05
15,910	000213	-15,898	-14,923	-16,577	15,011	213	05
15,889	000213	-15,880	-14,904	-16,558	15,009	213	05
15,873	000210	-15,861	-14,886	-16,540	15,012	210	05
15,856	000206	-15,843	-14,867	-16,522	15,013	206	05
15,828	000208	-15,823	-14,849	-16,502	15,005	208	05
15,857	000212	-15,805	-14,825	-16,484	15,052	212	05
15,788	000212	-15,780	-14,805	-16,459	15,008	212	05
15,770	000212	-15,761	-14,786	-16,440	15,008	212	05
15,760	000206	-15,743	-14,767	-16,422	15,017	206	05
15,732	000206	-15,724	-14,749	-16,403	15,007	206	05
15,720	000217	-15,706	-14,730	-16,385	15,014	217	05
15,695	000212	-15,687	-14,713	-16,366	15,007	212	05
15,674	000207	-15,663	-14,687	-16,341	15,011	207	05
15,658	000215	-15,644	-14,669	-16,323	15,014	215	05
15,680	000212	-15,626	-14,646	-16,304	15,054	212	05
15,624	000215	-15,607	-14,632	-16,286	15,016	215	05
15,599	000213	-15,589	-14,613	-16,267	15,010	213	05
15,587	000212	-15,570	-14,595	-16,249	15,017	212	05
15,569	000215	-15,552	-14,576	-16,230	15,017	215	05
15,548	000217	-15,528	-14,551	-16,206	15,020	217	05
15,524	000215	-15,509	-14,533	-16,187	15,015	215	05
15,511	000211	-15,491	-14,514	-16,169	15,021	211	05
15,531	000215	-15,472	-14,491	-16,150	15,059	215	05
15,471	000206	-15,453	-14,476	-16,131	15,018	206	05
15,452	000225	-15,434	-14,458	-16,112	15,018	225	05
15,429	000208	-15,409	-14,433	-16,088	15,020	208	05
15,412	000218	-15,391	-14,414	-16,069	15,022	218	05
15,392	000208	-15,372	-14,395	-16,050	15,020	208	05
15,374	000218	-15,353	-14,377	-16,032	15,021	218	05
15,354	000216	-15,335	-14,358	-16,013	15,019	216	05
15,339	000232	-15,316	-14,339	-15,994	15,023	232	05
15,248	000226	-15,291	-14,315	-15,962	14,956	226	05
15,299	000238	-15,272	-14,296	-15,951	15,026	238	05
15,275	000236	-15,254	-14,277	-15,932	15,021	236	05
15,261	000252	-15,235	-14,259	-15,914	15,026	252	05
15,243	000224	-15,217	-14,240	-15,895	15,026	224	05
15,224	000224	-15,198	-14,221	-15,877	15,026	224	05
15,199	000253	-15,173	-14,196	-15,852	15,026	253	05
15,182	000205	-15,154	-14,178	-15,833	15,027	205	04
15,203	000210	-15,136	-14,154	-15,814	15,067	210	05
15,146	000239	-15,118	-14,141	-15,796	15,028	239	05
15,131	000240	-15,099	-14,122	-15,778	15,031	240	05
15,114	000253	-15,081	-14,104	-15,760	15,033	253	05
15,091	000250	-15,056	-14,079	-15,735	15,035	250	05
15,070	000250	-15,038	-14,061	-15,717	15,032	250	05
15,053	000222	-15,019	-14,042	-15,698	15,034	222	05
15,073	000250	-15,001	-14,019	-15,680	15,072	250	05
15,016	000217	-14,983	-14,005	-15,661	15,033	217	05
14,999	000251	-14,964	-13,986	-15,643	15,035	251	05
14,971	000222	-14,940	-13,962	-15,618	15,032	222	05
14,954	000224	-14,921	-13,944	-15,600	15,033	224	05
14,938	000226	-14,903	-13,925	-15,581	15,035	226	05
14,920	000222	-14,884	-13,906	-15,563	15,035	222	05
14,907	000215	-14,865	-13,888	-15,545	15,042	215	05
14,920	000213	-14,847	-13,865	-15,525	15,072	213	05
14,865	000213	-14,829	-13,851	-15,507	15,036	213	05
14,842	000211	-14,804	-13,826	-15,483	15,038	211	05
14,823	000210	-14,786	-13,807	-15,464	15,038	210	05
14,806	000209	-14,767	-13,788	-15,445	15,040	209	05
14,791	000212	-14,748	-13,770	-15,427	15,043	212	05
14,772	000211	-14,730	-13,751	-15,408	15,042	211	05
14,756	000209	-14,711	-13,733	-15,390	15,045	209	05
14,734	000212	-14,687	-13,708	-15,366	15,047	212	05
14,755	000213	-14,668	-13,685	-15,347	15,087	213	05
14,699	000213	-14,650	-13,671	-15,329	15,049	213	05
14,677	000211	-14,631	-13,653	-15,310	15,046	211	05
14,655	000211	-14,613	-13,634	-15,291	15,042	211	05
14,639	000210	-14,594	-13,615	-15,273	15,045	210	05
14,614	000206	-14,570	-13,590	-15,248	15,044	206	05
14,603	000212	-14,551	-13,572	-15,230	15,052	212	05
14,576	000208	-14,533	-13,553	-15,211	15,044	208	05
14,566	000214	-14,514	-13,535	-15,193	15,052	214	05
14,584	000213	-14,495	-13,512	-15,174	15,089	213	05
14,528	000213	-14,476	-13,498	-15,156	15,052	213	05
14,503	000208	-14,451	-13,472	-15,131	15,052	208	05
14,489	000206	-14,432	-13,453	-15,112	15,057	206	05
14,462	000207	-14,414	-13,435	-15,092	15,048	207	05
14,452	000213	-14,395	-13,416	-15,075	15,057	213	05
14,428	000215	-14,377	-13,397	-15,055	15,051	215	05
14,409	000213	-14,358	-13,378	-15,036	15,051	213	05
14,425	000213	-14,333	-13,349	-15,012	15,092	213	05
14,363	000213	-14,315	-13,335	-14,993	15,048	213	05
14,353	000220	-14,296	-13,316	-14,975	15,058	220	05
14,335	000212	-14,278	-13,298	-14,957	15,058	212	05
14,314	000226	-14,260	-13,279	-14,938	15,055	226	05
14,298	000225	-14,241	-13,261	-14,919	15,057	225	05
14,273	000229	-14,216	-13,236	-14,895	15,057	229	05
14,257	000208	-14,197	-13,218	-14,877	15,060	208	05
14,278	000217	-14,179	-13,194	-14,858	15,099	217	05
14,220	000216	-14,160	-13,180	-14,839	15,060	216	05
14,199	000234	-14,142	-13,161	-14,820	15,057	234	05
14,181	000246	-14,123	-13,143	-14,802	15,058	246	05
14,168	000204	-14,104	-13,124	-14,784	15,064	204	04
14,143	000238	-14,080	-13,099	-14,759	15,063	238	05
14,120	000237	-14,061	-13,081	-14,740	15,059	237	05
14,104	000205	-14,042	-13,062	-14,721	15,061	205	04
14,083	000245	-14,023	-13,043	-14,702	15,060	245	05
14,108	000244	-14,005	-13,020	-14,684	15,103	244	05
14,047	000238	-13,986	-13,006	-14,665	15,061	238	05
14,024	000242	-13,961	-12,980	-14,640	15,062	242	05
14,003	000253	-13,942	-12,962	-14,621	15,060	253	05
13,988	000238	-13,924	-12,943	-14,603	15,064	238	05
13,969	000232	-13,906	-12,925	-14,584	15,063	232	05
13,954	000251	-13,887	-12,907	-14,567	15,066	251	05
13,983	000205	-13,869	-12,882	-14,548	15,115	205	04
13,910	000237	-13,844	-12,863	-14,523	15,066	237	05
13,891	000238	-13,826	-12,845	-14,505	15,065	238	05
13,873	000237	-13,807	-12,827	-14,487	15,065	237	05
13,860	000240	-13,789	-12,808	-14,468	15,070	240	05
13,836	000206	-13,770	-12,789	-14,449	15,066	206	05
13,821	000205	-13,751	-12,771	-14,431	15,070	205	05
13,795	000222	-13,727	-12,746	-14,406	15,068	222	05
13,816	000214	-13,709	-12,723	-14,388	15,107	214	05
13,760	000207	-13,690	-12,709	-14,370	15,070	207	05
13,742	000208	-13,672	-12,690	-14,351	15,070	208	05
13,727	000207	-13,653	-12,672	-14,333	15,075	207	05
13,709	000207	-13,635	-12,653	-14,314	15,074	207	05
13,683	000212	-13,610	-12,628	-14,289	15,073	212	05
13,666	000213	-13,591	-12,610	-14,271	15,074	213	05
13,646	000213	-13,573	-12,591	-14,252	15,073	213	05
13,627	000207	-13,555	-12,572	-14,233	15,073	207	05
13,546	000223	-13,536	-12,554	-14,208	15,010	223	05
13,592	000207	-13,517	-12,535	-14,196	15,075	207	05
13,566	000206	-13,493	-12,511	-14,171	15,073	206	05
13,552	000213	-13,474	-12,492	-14,153	15,078	213	05
13,527	000214	-13,456	-12,474	-14,134	15,071	214	05
13,514	000207	-13,438	-12,455	-14,116	15,077	207	05
13,498	000210	-13,419	-12,437	-14,098	15,079	210	05
13,474	000210	-13,400	-12,418	-14,079	15,074	210	05
13,460	000212	-13,382	-12,399	-14,061	15,078	212	05
13,477	000215	-13,357	-12,371	-14,037	15,119	215	05
13,421	000213	-13,339	-12,356	-14,018	15,082	213	05
13,403	000214	-13,320	-12,338	-14,000	15,083	214	05
13,382	000212	-13,301	-12,320	-13,981	15,080	212	05
13,365	000213	-13,283	-12,301	-13,963	15,082	213	05
13,351	000215	-13,265	-12,282	-13,945	15,086	215	05
13,319	000211	-13,240	-12,258	-13,919	15,079	211	05
13,303	000213	-13,222	-12,239	-13,901	15,081	213	05
13,323	000212	-13,203	-12,216	-13,882	15,119	212	05
13,263	000214	-13,185	-12,202	-13,863	15,078	214	05
13,245	000213	-13,166	-12,183	-13,845	15,079	213	05
13,228	000207	-13,148	-12,165	-13,826	15,080	207	05
13,201	000207	-13,123	-12,140	-13,801	15,078	207	05
13,190	000219	-13,104	-12,121	-13,783	15,087	219	05
13,172	000224	-13,085	-12,103	-13,765	15,086	224	05
13,154	000222	-13,067	-12,085	-13,747	15,087	222	05
13,135	000211	-13,049	-12,066	-13,728	15,086	211	05
13,154	000223	-13,030	-12,043	-13,709	15,124	223	05
13,093	000230	-13,006	-12,023	-13,685	15,087	230	05
13,078	000220	-12,987	-12,004	-13,666	15,092	220	05
13,052	000224	-12,968	-11,985	-13,647	15,084	224	05
13,041	000215	-12,950	-11,967	-13,629	15,092	215	05
13,021	000253	-12,931	-11,947	-13,610	15,090	253	05
13,003	000251	-12,912	-11,929	-13,591	15,091	251	05
12,981	000219	-12,887	-11,904	-13,567	15,094	219	05
12,997	000252	-12,869	-11,881	-13,548	15,128	252	05
12,943	000253	-12,850	-11,867	-13,529	15,093	253	05
12,924	000249	-12,831	-11,847	-13,510	15,093	249	05
12,904	000221	-12,812	-11,829	-13,492	15,092	221	05
12,889	000220	-12,794	-11,810	-13,473	15,095	220	05
12,863	000254	-12,769	-11,785	-13,448	15,094	254	05
12,844	000216	-12,751	-11,767	-13,430	15,093	216	05
12,865	000254	-12,732	-11,744	-13,411	15,133	254	05
12,810	000209	-12,713	-11,729	-13,393	15,097	209	04
12,790	000235	-12,695	-11,711	-13,374	15,095	235	05
12,773	000226	-12,677	-11,693	-13,356	15,096	226	05
12,755	000248	-12,658	-11,674	-13,337	15,097	248	05
12,732	000222	-12,633	-11,649	-13,312	15,099	222	05
12,710	000206	-12,615	-11,631	-13,294	15,095	206	05
12,694	000207	-12,597	-11,612	-13,275	15,097	207	05
12,676	000206	-12,578	-11,593	-13,257	15,098	206	05
12,694	000207	-12,560	-11,571	-13,238	15,134	207	05
12,643	000208	-12,541	-11,557	-13,221	15,102	208	05
12,622	000208	-12,516	-11,531	-13,196	15,105	208	05
12,596	000207	-12,499	-11,514	-13,177	15,097	207	05
12,582	000209	-12,479	-11,495	-13,159	15,102	209	05
12,560	000207	-12,461	-11,476	-13,140	15,099	207	05
12,546	000216	-12,442	-11,458	-13,122	15,104	216	05
